act	scene	location	speaker	turn_number	turn_text
III	IV	The heath. Before a hovel	Kent	8	"Good my lord, enter here."
III	IV	The heath. Before a hovel	Lear	9	"Prithee go in thyself; seek thine own ease. This tempest will not give me leave to ponder On things would hurt me more. But I'll go in. [To the Fool] In, boy; go first.- You houseless poverty- Nay, get thee in. I'll pray, and then I'll sleep."
III	IV	The heath. Before a hovel	STAGE	10	Exit [Fool].
III	IV	The heath. Before a hovel	Lear	11	"Poor naked wretches, wheresoe'er you are, That bide the pelting of this pitiless storm, How shall your houseless heads and unfed sides, Your loop'd and window'd raggedness, defend you From seasons such as these? O, I have ta'en Too little care of this! Take physic, pomp; Expose thyself to feel what wretches feel, That thou mayst shake the superflux to them And show the heavens more just."
III	IV	The heath. Before a hovel	Edgar	12	"[within] Fathom and half, fathom and half! Poor Tom!"
III	IV	The heath. Before a hovel	STAGE	13	Enter Fool [from the hovel].
III	IV	The heath. Before a hovel	Fool	14	"Come not in here, nuncle, here's a spirit. Help me, help me!"
III	IV	The heath. Before a hovel	Kent	15	Give me thy hand. Who's there?
III	IV	The heath. Before a hovel	Fool	16	"A spirit, a spirit! He says his name's poor Tom."
III	IV	The heath. Before a hovel	Kent	17	What art thou that dost grumble there i' th' straw? Come forth.
III	IV	The heath. Before a hovel	STAGE	18	Enter Edgar [disguised as a madman].
III	IV	The heath. Before a hovel	Edgar	19	"Away! the foul fiend follows me! Through the sharp hawthorn blows the cold wind. Humh! go to thy cold bed, and warm thee."
III	IV	The heath. Before a hovel	Lear	20	"Hast thou given all to thy two daughters, and art thou come to this?"
III	IV	The heath. Before a hovel	Edgar	21	"Who gives anything to poor Tom? whom the foul fiend hath led through fire and through flame, through ford and whirlpool, o'er bog and quagmire; that hath laid knives under his pillow and halters in his pew, set ratsbane by his porridge, made him proud of heart, to ride on a bay trotting horse over four-inch'd bridges, to course his own shadow for a traitor. Bless thy five wits! Tom 's acold. O, do de, do de, do de. Bless thee from whirlwinds, star-blasting, and taking! Do poor Tom some charity, whom the foul fiend vexes. There could I have him now- and there- and there again- and there!"
III	IV	The heath. Before a hovel	STAGE	22	Storm still.
III	IV	The heath. Before a hovel	Lear	23	"What, have his daughters brought him to this pass? Couldst thou save nothing? Didst thou give 'em all?"
III	IV	The heath. Before a hovel	Fool	24	"Nay, he reserv'd a blanket, else we had been all sham'd."
III	IV	The heath. Before a hovel	Lear	25	Now all the plagues that in the pendulous air Hang fated o'er men's faults light on thy daughters!
III	IV	The heath. Before a hovel	Kent	26	"He hath no daughters, sir."
III	IV	The heath. Before a hovel	Lear	27	"Death, traitor! nothing could have subdu'd nature To such a lowness but his unkind daughters. Is it the fashion that discarded fathers Should have thus little mercy on their flesh? Judicious punishment! 'Twas this flesh begot Those pelican daughters."
III	IV	The heath. Before a hovel	Edgar	28	"Pillicock sat on Pillicock's Hill. 'Allow, 'allow, loo, loo!"
III	IV	The heath. Before a hovel	Fool	29	This cold night will turn us all to fools and madmen.
III	IV	The heath. Before a hovel	Edgar	30	Take heed o' th' foul fiend; obey thy parents: keep thy word justly; swear not; commit not with man's sworn spouse; set not thy sweet heart on proud array. Tom 's acold.
III	IV	The heath. Before a hovel	Lear	31	What hast thou been?
III	IV	The heath. Before a hovel	Edgar	32	"A servingman, proud in heart and mind; that curl'd my hair, wore gloves in my cap; serv'd the lust of my mistress' heart and did the act of darkness with her; swore as many oaths as I spake words, and broke them in the sweet face of heaven; one that slept in the contriving of lust, and wak'd to do it. Wine lov'd I deeply, dice dearly; and in woman out-paramour'd the Turk. False of heart, light of ear, bloody of hand; hog in sloth, fox in stealth, wolf in greediness, dog in madness, lion in prey. Let not the creaking of shoes nor the rustling of silks betray thy poor heart to woman. Keep thy foot out of brothel, thy hand out of placket, thy pen from lender's book, and defy the foul fiend. Still through the hawthorn blows the cold wind; says suum, mun, hey, no, nonny. Dolphin my boy, my boy, sessa! let him trot by."
III	IV	The heath. Before a hovel	STAGE	33	Storm still.
III	IV	The heath. Before a hovel	Lear	34	"Why, thou wert better in thy grave than to answer with thy uncover'd body this extremity of the skies. Is man no more than this? Consider him well. Thou ow'st the worm no silk, the beast no hide, the sheep no wool, the cat no perfume. Ha! Here's three on's are sophisticated! Thou art the thing itself; unaccommodated man is no more but such a poor, bare, forked animal as thou art. Off, off, you lendings! Come, unbutton here. [Tears at his clothes.]"
III	IV	The heath. Before a hovel	Fool	35	"Prithee, nuncle, be contented! 'Tis a naughty night to swim in. Now a little fire in a wild field were like an old lecher's heart- a small spark, all the rest on's body cold. Look, here comes a walking fire."
III	IV	The heath. Before a hovel	STAGE	36	Enter Gloucester with a torch.
III	IV	The heath. Before a hovel	Edgar	37	"This is the foul fiend Flibbertigibbet. He begins at curfew, and walks till the first cock. He gives the web and the pin, squints the eye, and makes the harelip; mildews the white wheat, and hurts the poor creature of earth. Saint Withold footed thrice the 'old; He met the nightmare, and her nine fold; Bid her alight And her troth plight, And aroint thee, witch, aroint thee!"
III	IV	The heath. Before a hovel	Kent	38	How fares your Grace?
III	IV	The heath. Before a hovel	Lear	39	What's he?
III	IV	The heath. Before a hovel	Kent	40	Who's there? What is't you seek?
III	IV	The heath. Before a hovel	Gloucester	41	What are you there? Your names?
III	IV	The heath. Before a hovel	Edgar	42	"Poor Tom, that eats the swimming frog, the toad, the todpole, the wall-newt and the water; that in the fury of his heart, when the foul fiend rages, eats cow-dung for sallets, swallows the old rat and the ditch-dog, drinks the green mantle of the standing pool; who is whipp'd from tithing to tithing, and stock-punish'd and imprison'd; who hath had three suits to his back, six shirts to his body, horse to ride, and weapons to wear; But mice and rats, and such small deer, Have been Tom's food for seven long year. Beware my follower. Peace, Smulkin! peace, thou fiend!"
III	IV	The heath. Before a hovel	Gloucester	43	"What, hath your Grace no better company?"
III	IV	The heath. Before a hovel	Edgar	44	"The prince of darkness is a gentleman! Modo he's call'd, and Mahu."
III	IV	The heath. Before a hovel	Gloucester	45	"Our flesh and blood is grown so vile, my lord, That it doth hate what gets it."
III	IV	The heath. Before a hovel	Edgar	46	Poor Tom 's acold.
III	IV	The heath. Before a hovel	Gloucester	47	"Go in with me. My duty cannot suffer T' obey in all your daughters' hard commands. Though their injunction be to bar my doors And let this tyrannous night take hold upon you, Yet have I ventur'd to come seek you out And bring you where both fire and food is ready."
III	IV	The heath. Before a hovel	Lear	48	First let me talk with this philosopher. What is the cause of thunder?
III	IV	The heath. Before a hovel	Kent	49	"Good my lord, take his offer; go into th' house."
III	IV	The heath. Before a hovel	Lear	50	I'll talk a word with this same learned Theban. What is your study?
III	IV	The heath. Before a hovel	Edgar	51	How to prevent the fiend and to kill vermin.
III	IV	The heath. Before a hovel	Lear	52	Let me ask you one word in private.
III	IV	The heath. Before a hovel	Kent	53	"Importune him once more to go, my lord. His wits begin t' unsettle."
III	IV	The heath. Before a hovel	Gloucester	54	"Canst thou blame him? His daughters seek his death. Ah, that good Kent! He said it would be thus- poor banish'd man! Thou say'st the King grows mad: I'll tell thee, friend, I am almost mad myself. I had a son, Now outlaw'd from my blood. He sought my life But lately, very late. I lov'd him, friend- No father his son dearer. True to tell thee, The grief hath craz'd my wits. What a night 's this! I do beseech your Grace-"
III	IV	The heath. Before a hovel	Lear	55	"O, cry you mercy, sir. Noble philosopher, your company."
III	IV	The heath. Before a hovel	Edgar	56	Tom's acold.
III	IV	The heath. Before a hovel	Gloucester	57	"In, fellow, there, into th' hovel; keep thee warm."
III	IV	The heath. Before a hovel	Lear	58	"Come, let's in all."
III	IV	The heath. Before a hovel	Kent	59	"This way, my lord."
III	IV	The heath. Before a hovel	Lear	60	With him! I will keep still with my philosopher.
III	IV	The heath. Before a hovel	Kent	61	"Good my lord, soothe him; let him take the fellow."
III	IV	The heath. Before a hovel	Gloucester	62	Take him you on.
III	IV	The heath. Before a hovel	Kent	63	"Sirrah, come on; go along with us."
III	IV	The heath. Before a hovel	Lear	64	"Come, good Athenian."
III	IV	The heath. Before a hovel	Gloucester	65	"No words, no words! hush."
III	IV	The heath. Before a hovel	Edgar	66	"Child Rowland to the dark tower came; His word was still Fie, foh, and fum! I smell the blood of a British man."
III	IV	The heath. Before a hovel	STAGE	67	Exeunt.
V	V	Gloucester's Castle	STAGE	1	Enter Cornwall and Edmund.
V	V	Gloucester's Castle	Cornwall	2	I will have my revenge ere I depart his house.
V	V	Gloucester's Castle	Edmund	3	"How, my lord, I may be censured, that nature thus gives way to loyalty, something fears me to think of."
V	V	Gloucester's Castle	Cornwall	4	"I now perceive it was not altogether your brother's evil disposition made him seek his death; but a provoking merit, set awork by a reproveable badness in himself."
V	V	Gloucester's Castle	Edmund	5	"How malicious is my fortune that I must repent to be just! This is the letter he spoke of, which approves him an intelligent party to the advantages of France. O heavens! that this treason were not- or not I the detector!"
V	V	Gloucester's Castle	Cornwall	6	Go with me to the Duchess.
V	V	Gloucester's Castle	Edmund	7	"If the matter of this paper be certain, you have mighty business in hand."
V	V	Gloucester's Castle	Cornwall	8	"True or false, it hath made thee Earl of Gloucester. Seek out where thy father is, that he may be ready for our apprehension."
V	V	Gloucester's Castle	Edmund	9	"[aside] If I find him comforting the King, it will stuff his suspicion more fully.- I will persever in my course of loyalty, though the conflict be sore between that and my blood."
V	V	Gloucester's Castle	Cornwall	10	"I will lay trust upon thee, and thou shalt find a dearer father in my love."
V	V	Gloucester's Castle	STAGE	11	Exeunt.
V	VI	A farmhouse near Gloucester's Castle	STAGE	1	"Enter Gloucester, Lear, Kent, Fool, and Edgar."
V	VI	A farmhouse near Gloucester's Castle	Gloucester	2	Here is better than the open air; take it thankfully. I will piece out the comfort with what addition I can. I will not be long from you.
V	VI	A farmhouse near Gloucester's Castle	Kent	3	All the power of his wits have given way to his impatience. The gods reward your kindness!
V	VI	A farmhouse near Gloucester's Castle	STAGE	4	Exit [Gloucester].
V	VI	A farmhouse near Gloucester's Castle	Edgar	5	"Frateretto calls me, and tells me Nero is an angler in the lake of darkness. Pray, innocent, and beware the foul fiend."
V	VI	A farmhouse near Gloucester's Castle	Fool	6	"Prithee, nuncle, tell me whether a madman be a gentleman or a yeoman."
V	VI	A farmhouse near Gloucester's Castle	Lear	7	"A king, a king!"
V	VI	A farmhouse near Gloucester's Castle	Fool	8	"No, he's a yeoman that has a gentleman to his son; for he's a mad yeoman that sees his son a gentleman before him."
V	VI	A farmhouse near Gloucester's Castle	Lear	9	To have a thousand with red burning spits Come hizzing in upon 'em-
V	VI	A farmhouse near Gloucester's Castle	Edgar	10	The foul fiend bites my back.
V	VI	A farmhouse near Gloucester's Castle	Fool	11	"He's mad that trusts in the tameness of a wolf, a horse's health, a boy's love, or a whore's oath."
V	VI	A farmhouse near Gloucester's Castle	Lear	12	"It shall be done; I will arraign them straight. [To Edgar] Come, sit thou here, most learned justicer. [To the Fool] Thou, sapient sir, sit here. Now, you she-foxes!"
V	VI	A farmhouse near Gloucester's Castle	Edgar	13	"Look, where he stands and glares! Want'st thou eyes at trial, madam? Come o'er the bourn, Bessy, to me."
V	VI	A farmhouse near Gloucester's Castle	Fool	14	"Her boat hath a leak, And she must not speak Why she dares not come over to thee."
V	VI	A farmhouse near Gloucester's Castle	Edgar	15	"The foul fiend haunts poor Tom in the voice of a nightingale. Hoppedance cries in Tom's belly for two white herring. Croak not, black angel; I have no food for thee."
V	VI	A farmhouse near Gloucester's Castle	Kent	16	"How do you, sir? Stand you not so amaz'd. Will you lie down and rest upon the cushions?"
V	VI	A farmhouse near Gloucester's Castle	Lear	17	"I'll see their trial first. Bring in their evidence. [To Edgar] Thou, robed man of justice, take thy place. [To the Fool] And thou, his yokefellow of equity, Bench by his side. [To Kent] You are o' th' commission, Sit you too."
V	VI	A farmhouse near Gloucester's Castle	Edgar	18	"Let us deal justly. Sleepest or wakest thou, jolly shepherd? Thy sheep be in the corn; And for one blast of thy minikin mouth Thy sheep shall take no harm. Purr! the cat is gray."
V	VI	A farmhouse near Gloucester's Castle	Lear	19	"Arraign her first. 'Tis Goneril. I here take my oath before this honourable assembly, she kicked the poor King her father."
V	VI	A farmhouse near Gloucester's Castle	Fool	20	"Come hither, mistress. Is your name Goneril?"
V	VI	A farmhouse near Gloucester's Castle	Lear	21	She cannot deny it.
V	VI	A farmhouse near Gloucester's Castle	Fool	22	"Cry you mercy, I took you for a joint-stool."
V	VI	A farmhouse near Gloucester's Castle	Lear	23	"And here's another, whose warp'd looks proclaim What store her heart is made on. Stop her there! Arms, arms! sword! fire! Corruption in the place! False justicer, why hast thou let her scape?"
V	VI	A farmhouse near Gloucester's Castle	Edgar	24	Bless thy five wits!
V	VI	A farmhouse near Gloucester's Castle	Kent	25	"O pity! Sir, where is the patience now That you so oft have boasted to retain?"
V	VI	A farmhouse near Gloucester's Castle	Edgar	26	[aside] My tears begin to take his part so much They'll mar my counterfeiting.
V	VI	A farmhouse near Gloucester's Castle	Lear	27	"The little dogs and all, Tray, Blanch, and Sweetheart, see, they bark at me."
V	VI	A farmhouse near Gloucester's Castle	Edgar	28	"Tom will throw his head at them. Avaunt, you curs! Be thy mouth or black or white, Tooth that poisons if it bite; Mastiff, greyhound, mongrel grim, Hound or spaniel, brach or lym, Bobtail tyke or trundle-tall- Tom will make them weep and wail; For, with throwing thus my head, Dogs leap the hatch, and all are fled. Do de, de, de. Sessa! Come, march to wakes and fairs and market towns. Poor Tom, thy horn is dry."
V	VI	A farmhouse near Gloucester's Castle	Lear	29	"Then let them anatomize Regan. See what breeds about her heart. Is there any cause in nature that makes these hard hearts? [To Edgar] You, sir- I entertain you for one of my hundred; only I do not like the fashion of your garments. You'll say they are Persian attire; but let them be chang'd."
V	VI	A farmhouse near Gloucester's Castle	Kent	30	"Now, good my lord, lie here and rest awhile."
V	VI	A farmhouse near Gloucester's Castle	Lear	31	"Make no noise, make no noise; draw the curtains. So, so, so. We'll go to supper i' th' morning. So, so, so."
V	VI	A farmhouse near Gloucester's Castle	Fool	32	And I'll go to bed at noon.
V	VI	A farmhouse near Gloucester's Castle	STAGE	33	Enter Gloucester.
V	VI	A farmhouse near Gloucester's Castle	Gloucester	34	"Come hither, friend. Where is the King my master?"
V	VI	A farmhouse near Gloucester's Castle	Kent	35	"Here, sir; but trouble him not; his wits are gone."
V	VI	A farmhouse near Gloucester's Castle	Gloucester	36	"Good friend, I prithee take him in thy arms. I have o'erheard a plot of death upon him. There is a litter ready; lay him in't And drive towards Dover, friend, where thou shalt meet Both welcome and protection. Take up thy master. If thou shouldst dally half an hour, his life, With thine, and all that offer to defend him, Stand in assured loss. Take up, take up! And follow me, that will to some provision Give thee quick conduct."
V	VI	A farmhouse near Gloucester's Castle	Kent	37	"Oppressed nature sleeps. This rest might yet have balm'd thy broken senses, Which, if convenience will not allow, Stand in hard cure. [To the Fool] Come, help to bear thy master. Thou must not stay behind."
V	VI	A farmhouse near Gloucester's Castle	Gloucester	38	"Come, come, away!"
V	VI	A farmhouse near Gloucester's Castle	STAGE	39	Exeunt [all but Edgar].
V	VI	A farmhouse near Gloucester's Castle	Edgar	40	"When we our betters see bearing our woes, We scarcely think our miseries our foes. Who alone suffers suffers most i' th' mind, Leaving free things and happy shows behind; But then the mind much sufferance doth o'er-skip When grief hath mates, and bearing fellowship. How light and portable my pain seems now, When that which makes me bend makes the King bow, He childed as I fathered! Tom, away! Mark the high noises, and thyself bewray When false opinion, whose wrong thought defiles thee, In thy just proof repeals and reconciles thee. What will hap more to-night, safe scape the King! Lurk, lurk."
V	VI	A farmhouse near Gloucester's Castle	STAGE	41	[Exit.]
V	VII	Gloucester's Castle	STAGE	1	"Enter Cornwall, Regan, Goneril, [Edmund the] Bastard, and Servants."
V	VII	Gloucester's Castle	Cornwall	2	"[to Goneril] Post speedily to my lord your husband, show him this letter. The army of France is landed.- Seek out the traitor Gloucester."
V	VII	Gloucester's Castle	STAGE	3	[Exeunt some of the Servants.]
V	VII	Gloucester's Castle	Regan	4	Hang him instantly.
V	VII	Gloucester's Castle	Goneril	5	Pluck out his eyes.
V	VII	Gloucester's Castle	Cornwall	6	"Leave him to my displeasure. Edmund, keep you our sister company. The revenges we are bound to take upon your traitorous father are not fit for your beholding. Advise the Duke where you are going, to a most festinate preparation. We are bound to the like. Our posts shall be swift and intelligent betwixt us. Farewell, dear sister; farewell, my Lord of Gloucester."
V	VII	Gloucester's Castle	STAGE	7	Enter [Oswald the] Steward.
V	VII	Gloucester's Castle	Cornwall	8	How now? Where's the King?
V	VII	Gloucester's Castle	Oswald	9	"My Lord of Gloucester hath convey'd him hence. Some five or six and thirty of his knights, Hot questrists after him, met him at gate; Who, with some other of the lord's dependants, Are gone with him towards Dover, where they boast To have well-armed friends."
V	VII	Gloucester's Castle	Cornwall	10	Get horses for your mistress.
V	VII	Gloucester's Castle	Goneril	11	"Farewell, sweet lord, and sister."
V	VII	Gloucester's Castle	Cornwall	12	"Edmund, farewell."
V	VII	Gloucester's Castle	STAGE	13	"Exeunt Goneril, [Edmund, and Oswald]."
V	VII	Gloucester's Castle	Cornwall	14	"Go seek the traitor Gloucester, Pinion him like a thief, bring him before us."
V	VII	Gloucester's Castle	STAGE	15	[Exeunt other Servants.]
V	VII	Gloucester's Castle	Cornwall	16	"Though well we may not pass upon his life Without the form of justice, yet our power Shall do a court'sy to our wrath, which men May blame, but not control."
V	VII	Gloucester's Castle	STAGE	17	"Enter Gloucester, brought in by two or three."
V	VII	Gloucester's Castle	Cornwall	18	Who's there? the traitor?
V	VII	Gloucester's Castle	Regan	19	Ingrateful fox! 'tis he.
V	VII	Gloucester's Castle	Cornwall	20	Bind fast his corky arms.
V	VII	Gloucester's Castle	Gloucester	21	"What mean, your Graces? Good my friends, consider You are my guests. Do me no foul play, friends."
V	VII	Gloucester's Castle	Cornwall	22	"Bind him, I say."
V	VII	Gloucester's Castle	STAGE	23	[Servants bind him.]
V	VII	Gloucester's Castle	Regan	24	"Hard, hard. O filthy traitor!"
V	VII	Gloucester's Castle	Gloucester	25	"Unmerciful lady as you are, I am none."
V	VII	Gloucester's Castle	Cornwall	26	"To this chair bind him. Villain, thou shalt find-"
V	VII	Gloucester's Castle	STAGE	27	[Regan plucks his beard.]
V	VII	Gloucester's Castle	Gloucester	28	"By the kind gods, 'tis most ignobly done To pluck me by the beard."
V	VII	Gloucester's Castle	Regan	29	"So white, and such a traitor!"
V	VII	Gloucester's Castle	Gloucester	30	"Naughty lady, These hairs which thou dost ravish from my chin Will quicken, and accuse thee. I am your host. With robber's hands my hospitable favours You should not ruffle thus. What will you do?"
V	VII	Gloucester's Castle	Cornwall	31	"Come, sir, what letters had you late from France?"
V	VII	Gloucester's Castle	Regan	32	"Be simple-answer'd, for we know the truth."
V	VII	Gloucester's Castle	Cornwall	33	And what confederacy have you with the traitors Late footed in the kingdom?
V	VII	Gloucester's Castle	Regan	34	To whose hands have you sent the lunatic King? Speak.
V	VII	Gloucester's Castle	Gloucester	35	"I have a letter guessingly set down, Which came from one that's of a neutral heart, And not from one oppos'd."
V	VII	Gloucester's Castle	Cornwall	36	Cunning.
V	VII	Gloucester's Castle	Regan	37	And false.
V	VII	Gloucester's Castle	Cornwall	38	Where hast thou sent the King?
V	VII	Gloucester's Castle	Gloucester	39	To Dover.
V	VII	Gloucester's Castle	Regan	40	Wherefore to Dover? Wast thou not charg'd at peril-
V	VII	Gloucester's Castle	Cornwall	41	Wherefore to Dover? Let him first answer that.
V	VII	Gloucester's Castle	Gloucester	42	"I am tied to th' stake, and I must stand the course."
V	VII	Gloucester's Castle	Regan	43	"Wherefore to Dover, sir?"
V	VII	Gloucester's Castle	Gloucester	44	"Because I would not see thy cruel nails Pluck out his poor old eyes; nor thy fierce sister In his anointed flesh stick boarish fangs. The sea, with such a storm as his bare head In hell-black night endur'd, would have buoy'd up And quench'd the steeled fires. Yet, poor old heart, he holp the heavens to rain. If wolves had at thy gate howl'd that stern time, Thou shouldst have said, 'Good porter, turn the key.' All cruels else subscrib'd. But I shall see The winged vengeance overtake such children."
V	VII	Gloucester's Castle	Cornwall	45	"See't shalt thou never. Fellows, hold the chair. Upon these eyes of thine I'll set my foot."
V	VII	Gloucester's Castle	Gloucester	46	"He that will think to live till he be old, Give me some help!- O cruel! O ye gods!"
V	VII	Gloucester's Castle	Regan	47	One side will mock another. Th' other too!
V	VII	Gloucester's Castle	Cornwall	48	If you see vengeance-
V	VII	Gloucester's Castle	1. Serv.	49	"Hold your hand, my lord! I have serv'd you ever since I was a child; But better service have I never done you Than now to bid you hold."
V	VII	Gloucester's Castle	Regan	50	"How now, you dog?"
V	VII	Gloucester's Castle	1. Serv.	51	"If you did wear a beard upon your chin, I'ld shake it on this quarrel."
V	VII	Gloucester's Castle	Regan	52	What do you mean?
V	VII	Gloucester's Castle	Cornwall	53	My villain! Draw and fight.
V	VII	Gloucester's Castle	1. Serv.	54	"Nay, then, come on, and take the chance of anger."
V	VII	Gloucester's Castle	Regan	55	Give me thy sword. A peasant stand up thus? She takes a sword and runs at him behind.
V	VII	Gloucester's Castle	1. Serv.	56	"O, I am slain! My lord, you have one eye left To see some mischief on him. O!"
V	VII	Gloucester's Castle	STAGE	57	He dies.
V	VII	Gloucester's Castle	Cornwall	58	"Lest it see more, prevent it. Out, vile jelly! Where is thy lustre now?"
V	VII	Gloucester's Castle	Gloucester	59	"All dark and comfortless! Where's my son Edmund? Edmund, enkindle all the sparks of nature To quit this horrid act."
V	VII	Gloucester's Castle	Regan	60	"Out, treacherous villain! Thou call'st on him that hates thee. It was he That made the overture of thy treasons to us; Who is too good to pity thee."
V	VII	Gloucester's Castle	Gloucester	61	"O my follies! Then Edgar was abus'd. Kind gods, forgive me that, and prosper him!"
V	VII	Gloucester's Castle	Regan	62	"Go thrust him out at gates, and let him smell His way to Dover."
V	VII	Gloucester's Castle	STAGE	63	Exit [one] with Gloucester.
V	VII	Gloucester's Castle	Regan	64	"How is't, my lord? How look you?"
V	VII	Gloucester's Castle	Cornwall	65	"I have receiv'd a hurt. Follow me, lady. Turn out that eyeless villain. Throw this slave Upon the dunghill. Regan, I bleed apace. Untimely comes this hurt. Give me your arm."
V	VII	Gloucester's Castle	STAGE	66	"Exit [Cornwall, led by Regan]."
V	VII	Gloucester's Castle	2. Serv.	67	"I'll never care what wickedness I do, If this man come to good."
V	VII	Gloucester's Castle	3. Serv.	68	"If she live long, And in the end meet the old course of death, Women will all turn monsters."
V	VII	Gloucester's Castle	2. Serv.	69	"Let's follow the old Earl, and get the bedlam To lead him where he would. His roguish madness Allows itself to anything."
V	VII	Gloucester's Castle	3. Serv.	70	Go thou. I'll fetch some flax and whites of eggs To apply to his bleeding face. Now heaven help him!
V	VII	Gloucester's Castle	STAGE	71	Exeunt.
IV	I	The heath	STAGE	1	Enter Edgar.
IV	I	The heath	Edgar	2	"Yet better thus, and known to be contemn'd, Than still contemn'd and flatter'd. To be worst, The lowest and most dejected thing of fortune, Stands still in esperance, lives not in fear. The lamentable change is from the best; The worst returns to laughter. Welcome then, Thou unsubstantial air that I embrace! The wretch that thou hast blown unto the worst Owes nothing to thy blasts."
IV	I	The heath	STAGE	3	"Enter Gloucester, led by an Old Man."
IV	I	The heath	Edgar	4	"But who comes here? My father, poorly led? World, world, O world! But that thy strange mutations make us hate thee, Life would not yield to age."
IV	I	The heath	Old Man	5	"O my good lord, I have been your tenant, and your father's tenant, These fourscore years."
IV	I	The heath	Gloucester	6	"Away, get thee away! Good friend, be gone. Thy comforts can do me no good at all; Thee they may hurt."
IV	I	The heath	Old Man	7	You cannot see your way.
IV	I	The heath	Gloucester	8	"I have no way, and therefore want no eyes; I stumbled when I saw. Full oft 'tis seen Our means secure us, and our mere defects Prove our commodities. Ah dear son Edgar, The food of thy abused father's wrath! Might I but live to see thee in my touch, I'ld say I had eyes again!"
IV	I	The heath	Old Man	9	How now? Who's there?
IV	I	The heath	Edgar	10	[aside] O gods! Who is't can say 'I am at the worst'? I am worse than e'er I was.
IV	I	The heath	Old Man	11	'Tis poor mad Tom.
IV	I	The heath	Edgar	12	[aside] And worse I may be yet. The worst is not So long as we can say 'This is the worst.'
IV	I	The heath	Old Man	13	"Fellow, where goest?"
IV	I	The heath	Gloucester	14	Is it a beggarman?
IV	I	The heath	Old Man	15	Madman and beggar too.
IV	I	The heath	Gloucester	16	"He has some reason, else he could not beg. I' th' last night's storm I such a fellow saw, Which made me think a man a worm. My son Came then into my mind, and yet my mind Was then scarce friends with him. I have heard more since. As flies to wanton boys are we to th' gods. They kill us for their sport."
IV	I	The heath	Edgar	17	"[aside] How should this be? Bad is the trade that must play fool to sorrow, Ang'ring itself and others.- Bless thee, master!"
IV	I	The heath	Gloucester	18	Is that the naked fellow?
IV	I	The heath	Old Man	19	"Ay, my lord."
IV	I	The heath	Gloucester	20	"Then prithee get thee gone. If for my sake Thou wilt o'ertake us hence a mile or twain I' th' way toward Dover, do it for ancient love; And bring some covering for this naked soul, Who I'll entreat to lead me."
IV	I	The heath	Old Man	21	"Alack, sir, he is mad!"
IV	I	The heath	Gloucester	22	"'Tis the time's plague when madmen lead the blind. Do as I bid thee, or rather do thy pleasure. Above the rest, be gone."
IV	I	The heath	Old Man	23	"I'll bring him the best 'parel that I have, Come on't what will."
IV	I	The heath	STAGE	24	Exit.
IV	I	The heath	Gloucester	25	Sirrah naked fellow-
IV	I	The heath	Edgar	26	Poor Tom's acold. [Aside] I cannot daub it further.
IV	I	The heath	Gloucester	27	"Come hither, fellow."
IV	I	The heath	Edgar	28	"[aside] And yet I must.- Bless thy sweet eyes, they bleed."
IV	I	The heath	Gloucester	29	Know'st thou the way to Dover?
IV	I	The heath	Edgar	30	"Both stile and gate, horseway and footpath. Poor Tom hath been scar'd out of his good wits. Bless thee, good man's son, from the foul fiend! Five fiends have been in poor Tom at once: of lust, as Obidicut; Hobbididence, prince of dumbness; Mahu, of stealing; Modo, of murder; Flibbertigibbet, of mopping and mowing, who since possesses chambermaids and waiting women. So, bless thee, master!"
IV	I	The heath	Gloucester	31	"Here, take this purse, thou whom the heavens' plagues Have humbled to all strokes. That I am wretched Makes thee the happier. Heavens, deal so still! Let the superfluous and lust-dieted man, That slaves your ordinance, that will not see Because he does not feel, feel your pow'r quickly; So distribution should undo excess, And each man have enough. Dost thou know Dover?"
IV	I	The heath	Edgar	32	"Ay, master."
IV	I	The heath	Gloucester	33	"There is a cliff, whose high and bending head Looks fearfully in the confined deep. Bring me but to the very brim of it, And I'll repair the misery thou dost bear With something rich about me. From that place I shall no leading need."
IV	I	The heath	Edgar	34	Give me thy arm. Poor Tom shall lead thee.
IV	I	The heath	STAGE	35	Exeunt.
IV	II	Before the Duke of Albany's Palace	STAGE	1	Enter Goneril and [Edmund the] Bastard.
IV	II	Before the Duke of Albany's Palace	Goneril	2	"Welcome, my lord. I marvel our mild husband Not met us on the way."
IV	II	Before the Duke of Albany's Palace	STAGE	3	Enter [Oswald the] Steward.
IV	II	Before the Duke of Albany's Palace	Goneril	4	"Now, where's your master?"
IV	II	Before the Duke of Albany's Palace	Oswald	5	"Madam, within, but never man so chang'd. I told him of the army that was landed: He smil'd at it. I told him you were coming: His answer was, 'The worse.' Of Gloucester's treachery And of the loyal service of his son When I inform'd him, then he call'd me sot And told me I had turn'd the wrong side out. What most he should dislike seems pleasant to him; What like, offensive."
IV	II	Before the Duke of Albany's Palace	Goneril	6	"[to Edmund] Then shall you go no further. It is the cowish terror of his spirit, That dares not undertake. He'll not feel wrongs Which tie him to an answer. Our wishes on the way May prove effects. Back, Edmund, to my brother. Hasten his musters and conduct his pow'rs. I must change arms at home and give the distaff Into my husband's hands. This trusty servant Shall pass between us. Ere long you are like to hear (If you dare venture in your own behalf) A mistress's command. Wear this. [Gives a favour.] Spare speech. Decline your head. This kiss, if it durst speak, Would stretch thy spirits up into the air. Conceive, and fare thee well."
IV	II	Before the Duke of Albany's Palace	Edmund	7	Yours in the ranks of death!
